epoch,train_loss,train_acc,val_loss,val_acc
1,1.366796,0.453584,0.943603,0.570288
2,0.861101,0.607509,0.629247,0.734824
3,0.665772,0.698294,0.545983,0.774760
4,0.557765,0.751195,0.567035,0.776358
5,0.510952,0.781229,0.477131,0.813099
6,0.469634,0.793515,0.456564,0.795527
7,0.398696,0.844369,0.421166,0.853035
8,0.366064,0.856997,0.470815,0.832268
9,0.345687,0.873379,0.443544,0.843450
10,0.324790,0.881570,0.403062,0.859425
11,0.316775,0.878157,0.423977,0.841853
12,0.327773,0.863481,0.289178,0.886581
13,0.308462,0.883618,0.318860,0.872204
14,0.290883,0.890102,0.284248,0.897764
15,0.292591,0.890444,0.291578,0.881789
16,0.260469,0.899659,0.246522,0.908946
17,0.244692,0.907509,0.264317,0.899361
18,0.242397,0.914334,0.257484,0.908946
19,0.253033,0.900683,0.271428,0.892971
20,0.246446,0.915700,0.238555,0.908946
21,0.229224,0.915700,0.262817,0.902556
22,0.224338,0.914676,0.243297,0.905751
23,0.226962,0.911945,0.217842,0.907348
24,0.236371,0.908874,0.216633,0.913738
25,0.206887,0.920819,0.218514,0.912141
26,0.215466,0.917406,0.235235,0.913738
27,0.199276,0.925256,0.241501,0.910543
28,0.215647,0.921502,0.227695,0.913738
29,0.218703,0.917747,0.222672,0.920128
30,0.179350,0.935836,0.223844,0.920128
