epoch,train_loss,train_acc,val_loss,val_acc
1,1.359768,0.459518,1.156648,0.587177
2,0.873888,0.650120,0.858833,0.680540
3,0.653526,0.734217,0.535284,0.781777
4,0.457823,0.818795,0.479146,0.797525
5,0.384514,0.853012,0.502292,0.793026
6,0.311396,0.884096,0.383457,0.863892
7,0.298414,0.884578,0.265128,0.922385
8,0.244096,0.904578,0.273331,0.911136
9,0.256955,0.905060,0.235966,0.913386
10,0.186674,0.933735,0.265417,0.908886
11,0.200049,0.931325,0.256608,0.896513
12,0.173338,0.943855,0.360080,0.879640
13,0.138495,0.955904,0.216191,0.934758
14,0.106464,0.965060,0.147175,0.960630
15,0.080883,0.973735,0.115217,0.949381
16,0.076956,0.973253,0.088121,0.969629
17,0.071243,0.974940,0.242464,0.922385
18,0.064684,0.976145,0.060512,0.984252
19,0.031767,0.989880,0.057180,0.975253
20,0.033479,0.989880,0.032975,0.989876
21,0.022368,0.993253,0.042464,0.988751
22,0.019453,0.994217,0.020947,0.993251
23,0.011939,0.997590,0.018874,0.994376
24,0.011854,0.997349,0.008893,1.000000
25,0.009981,0.998795,0.014394,0.996625
26,0.006234,0.999277,0.009261,1.000000
27,0.005690,0.999277,0.007766,0.998875
28,0.003943,0.999518,0.007276,1.000000
29,0.005492,0.998795,0.007148,0.998875
30,0.004452,0.999759,0.007248,0.998875
