epoch,train_loss,train_acc,val_loss,val_acc
1,1.732925,0.222705,1.527996,0.214219
2,1.602357,0.253422,1.527849,0.244777
3,1.516167,0.304040,1.245618,0.573433
4,1.446107,0.353055,1.180424,0.598067
5,1.399417,0.379633,1.337712,0.439040
6,1.372259,0.397329,1.203623,0.554100
7,1.356021,0.406210,1.381219,0.350795
8,1.344317,0.420301,1.083161,0.622077
9,1.330331,0.422571,1.100322,0.616464
10,1.305938,0.436194,1.372666,0.399127
11,1.280774,0.452554,1.289240,0.479576
12,1.263587,0.470451,0.991568,0.649205
13,1.232991,0.489883,1.054482,0.563767
14,1.208870,0.504307,1.266636,0.429061
15,1.167485,0.522538,1.066977,0.543810
16,1.155402,0.535292,1.061799,0.543499
17,1.129456,0.540033,0.932956,0.646087
18,1.122516,0.544307,0.974929,0.608045
19,1.108243,0.548180,1.160490,0.516059
20,1.097145,0.560534,1.012459,0.631743
21,1.080677,0.556260,0.952817,0.640786
22,1.073401,0.570083,0.895469,0.660118
23,1.053458,0.577295,0.848243,0.687558
24,1.050098,0.578898,1.018095,0.597443
25,1.043711,0.584307,0.839625,0.684128
26,1.041797,0.578431,0.821338,0.679763
27,1.027763,0.591720,0.859904,0.670408
28,1.015817,0.595793,0.921436,0.634549
29,1.009429,0.599733,0.862151,0.680075
30,0.993288,0.605876,0.841042,0.678204
31,1.008567,0.601068,0.836776,0.688182
32,0.978157,0.615960,0.870396,0.666978
33,0.976429,0.610952,0.837762,0.677580
34,0.972522,0.615826,0.891266,0.658248
35,0.962363,0.620701,0.878061,0.668538
36,0.967172,0.615693,0.884367,0.657624
37,0.958762,0.618965,0.873432,0.659183
38,0.965139,0.619566,0.833848,0.682569
39,0.949499,0.621703,0.850116,0.673215
40,0.953970,0.623372,0.848360,0.675709
