epoch,train_loss,train_acc,val_loss,val_acc
1,4.597089,0.043822,4.200949,0.068966
2,4.127960,0.062500,4.102425,0.086207
3,4.060248,0.060345,3.858285,0.086207
4,3.858736,0.075431,3.711678,0.120690
5,3.658567,0.095546,3.635551,0.142241
6,3.577078,0.137931,3.586788,0.133621
7,3.552847,0.113506,3.566612,0.125000
8,3.502452,0.110632,3.487400,0.155172
9,3.379308,0.129310,3.438238,0.146552
10,3.306325,0.135776,3.411418,0.181034
11,3.223274,0.142241,3.302850,0.159483
12,3.136554,0.145115,3.233854,0.189655
13,3.045668,0.190374,3.240372,0.185345
14,3.056029,0.178161,3.140069,0.189655
15,3.014129,0.182471,3.079897,0.211207
16,2.910464,0.204023,3.051682,0.185345
17,2.853650,0.228448,2.981428,0.185345
18,2.842369,0.239224,2.932107,0.228448
19,2.779734,0.248563,2.910401,0.219828
20,2.757082,0.227730,2.879672,0.232759
21,2.705331,0.256466,2.849776,0.280172
22,2.703345,0.267241,2.804217,0.288793
23,2.622311,0.289511,2.802140,0.275862
24,2.541250,0.292385,2.784072,0.271552
25,2.618745,0.290948,2.769780,0.284483
26,2.602539,0.311782,2.762820,0.306034
27,2.514445,0.319684,2.758599,0.297414
28,2.581229,0.326149,2.751865,0.331897
29,2.530918,0.332615,2.753368,0.331897
30,2.561463,0.326868,2.751345,0.336207
