epoch,train_loss,train_acc,val_loss,val_acc
1,1.702617,0.224441,1.517931,0.286872
2,1.551859,0.279866,1.348383,0.497973
3,1.472670,0.333088,1.370635,0.435610
4,1.420927,0.365543,1.173664,0.573121
5,1.372919,0.391853,1.241005,0.549111
6,1.355377,0.405476,1.140687,0.582476
7,1.331988,0.424441,1.201908,0.478640
8,1.297388,0.449282,1.065751,0.623324
9,1.236909,0.483005,1.095838,0.524790
10,1.208842,0.500568,1.123782,0.563767
11,1.155208,0.529549,1.027334,0.571874
12,1.150421,0.532955,0.963787,0.618023
13,1.114689,0.546978,1.135102,0.519800
14,1.104586,0.553589,1.003234,0.594949
15,1.082885,0.560935,0.827974,0.682258
16,1.081790,0.562137,0.933405,0.624259
17,1.068226,0.570751,0.965017,0.618023
18,1.063062,0.572220,0.934734,0.629872
19,1.052800,0.581636,0.921875,0.639539
20,1.049063,0.578230,0.932700,0.632055
