epoch,train_loss,train_acc,val_loss,val_acc
1,1.259198,0.504578,0.865828,0.593926
2,0.717219,0.707952,0.666392,0.745782
3,0.493033,0.803855,0.471582,0.823397
4,0.395645,0.844578,0.404053,0.839145
5,0.365302,0.853494,0.368115,0.858268
6,0.286327,0.887711,0.302708,0.888639
7,0.259180,0.903614,0.334718,0.863892
8,0.231113,0.908193,0.298253,0.880765
9,0.175612,0.940482,0.181325,0.942632
10,0.153462,0.947229,0.123889,0.961755
11,0.140571,0.949157,0.137401,0.949381
12,0.109838,0.961687,0.136803,0.956130
13,0.082696,0.969880,0.095648,0.962880
14,0.062779,0.979277,0.093371,0.967379
15,0.058804,0.981446,0.060403,0.976378
16,0.036794,0.990120,0.046028,0.984252
17,0.029496,0.991566,0.039074,0.980877
18,0.020455,0.995181,0.033891,0.986502
19,0.015828,0.996627,0.036893,0.982002
20,0.012855,0.997590,0.035817,0.987627
