epoch,train_loss,train_acc,val_loss,val_acc
1,1.600616,0.450262,1.462195,0.393443
2,1.234767,0.529668,0.954692,0.590164
3,0.935892,0.635253,0.965437,0.602459
4,0.935875,0.628272,0.902757,0.602459
5,0.893133,0.626527,0.783905,0.651639
6,0.850006,0.660558,0.839954,0.606557
7,0.757101,0.696335,0.797970,0.651639
8,0.777160,0.682373,0.851909,0.622951
9,0.761648,0.705934,0.866955,0.610656
10,0.779601,0.695462,0.720093,0.745902
11,0.733345,0.700698,0.753916,0.704918
12,0.679185,0.734729,0.722318,0.688525
13,0.674523,0.726003,0.669557,0.754098
14,0.676026,0.735602,0.661257,0.737705
15,0.597184,0.773124,0.668793,0.741803
16,0.610690,0.766143,0.711480,0.688525
17,0.631482,0.758290,0.655925,0.741803
18,0.573431,0.775742,0.632479,0.750000
19,0.577194,0.779232,0.642654,0.750000
20,0.615184,0.766143,0.646655,0.754098
