epoch,train_loss,train_acc,val_loss,val_acc
1,2.715618,0.110619,2.544796,0.083333
2,2.519768,0.108407,2.530389,0.123264
3,2.511548,0.116888,2.512198,0.126736
4,2.518699,0.117994,2.474053,0.133681
5,2.491838,0.131637,2.476445,0.156250
6,2.463489,0.136799,2.491265,0.135417
7,2.451420,0.143805,2.425846,0.175347
8,2.445656,0.155605,2.447798,0.159722
9,2.417238,0.173673,2.422785,0.177083
10,2.382794,0.174779,2.398649,0.190972
11,2.352590,0.187316,2.321714,0.217014
12,2.337700,0.199853,2.323627,0.210069
13,2.312705,0.185103,2.310631,0.234375
14,2.275159,0.213496,2.320353,0.213542
15,2.266217,0.230457,2.295145,0.222222
16,2.242319,0.227507,2.256688,0.227431
17,2.208926,0.242257,2.234840,0.239583
18,2.214574,0.229351,2.215821,0.229167
19,2.190020,0.242257,2.258205,0.239583
20,2.159968,0.252212,2.172998,0.258681
21,2.200685,0.250000,2.182271,0.256944
22,2.149565,0.262537,2.157111,0.276042
23,2.139758,0.267699,2.140104,0.255208
24,2.151522,0.265487,2.198876,0.258681
25,2.151344,0.262168,2.121362,0.286458
26,2.109977,0.281711,2.163497,0.269097
27,2.086696,0.289086,2.125706,0.281250
28,2.077110,0.291667,2.137904,0.260417
29,2.077650,0.294985,2.133571,0.286458
30,2.033223,0.308997,2.117946,0.282986
31,2.076392,0.287611,2.092347,0.296875
32,2.060436,0.298304,2.098956,0.284722
33,2.036540,0.314897,2.077575,0.305556
34,2.056958,0.300885,2.079881,0.291667
35,2.054686,0.303466,2.072526,0.310764
36,2.039319,0.290929,2.078039,0.310764
37,2.041591,0.306785,2.078140,0.302083
38,1.996209,0.307522,2.073888,0.302083
39,2.036034,0.302729,2.069879,0.307292
40,2.014672,0.289823,2.069769,0.302083
